COD_CLIENTE;DATA_CADASTRO;DATA_NASCIMENTO;CELULAR_VALIDO;E_MAIL_VALIDO;OPT_OUT;Idade;Faixa_Idade;DATA_PRIMEIRA_COMPRA;DIAS_ATE_1A_COMPRA
39181310;21/01/2024;07/02/1994;Não;Sim;Não;31;31 a 40;31/01/2025;376
39623167;06/06/2024;30/07/1963;Não;Sim;Não;61;>=51;06/01/2025;214
40138330;16/11/2024;21/08/1964;Não;Sim;Não;60;>=51;10/01/2025;55
38002987;04/02/2025;31/10/1991;Não;Sim;Não;33;31 a 40;04/02/2025;0
40236795;11/12/2024;27/11/1999;Não;Sim;Não;25;21 a 30;16/01/2025;36
39329590;05/03/2024;02/04/1997;Não;Sim;Não;28;21 a 30;11/01/2025;312
39815821;05/10/2024;17/03/1999;Não;Sim;Não;26;21 a 30;07/01/2025;94
40498736;21/03/2025;13/12/1993;Não;Sim;Não;31;31 a 40;21/03/2025;0
39633451;09/06/2024;09/05/1997;Não;Sim;Sim;28;21 a 30;17/01/2025;222
40560599;10/05/2024;25/06/1998;Não;Sim;Não;27;21 a 30;07/01/2025;242
40259698;18/12/2024;11/05/1995;Não;Sim;Não;30;21 a 30;08/01/2025;21
39680088;23/06/2024;11/12/1986;Não;Sim;Não;38;31 a 40;18/03/2025;268
39586135;20/01/2025;30/06/2001;Não;Sim;Não;23;21 a 30;20/01/2025;0
39662184;18/06/2024;15/06/1981;Não;Sim;Não;44;41 a 50;17/03/2025;272
40603982;16/03/2025;06/12/1994;Não;Sim;Não;30;21 a 30;16/03/2025;0
40584408;11/03/2025;08/04/1982;Não;Sim;Não;43;41 a 50;11/03/2025;0
40540930;15/04/2024;18/06/1977;Não;Sim;Não;48;41 a 50;09/01/2025;269
39407365;30/03/2024;21/08/2003;Não;Sim;Sim;21;21 a 30;03/01/2025;279
40008587;08/10/2024;27/05/1989;Não;Sim;Sim;36;31 a 40;21/01/2025;105
40351299;18/01/2025;06/04/1990;Não;Sim;Não;35;31 a 40;18/01/2025;0
39297711;24/02/2024;21/01/1973;Não;Sim;Não;52;>=51;18/01/2025;329
33140429;16/01/2025;19/07/1999;Não;Sim;Não;25;21 a 30;16/01/2025;0
37922101;11/11/2024;13/11/1986;Não;Sim;Não;38;31 a 40;14/01/2025;64
39656133;16/06/2024;01/04/1979;Não;Sim;Não;46;41 a 50;13/02/2025;242
40190259;30/11/2024;28/09/1980;Não;Sim;Não;44;41 a 50;04/01/2025;35
39235384;06/02/2024;19/02/1975;Não;Sim;Não;50;41 a 50;10/01/2025;339
40107527;30/11/2024;16/03/1988;Não;Sim;Não;37;31 a 40;06/01/2025;37
38544121;01/03/2024;29/03/1988;Não;Sim;Não;37;31 a 40;03/01/2025;308
40613030;18/03/2025;09/09/1962;Não;Sim;Não;62;>=51;18/03/2025;0
37473669;02/09/2024;06/04/1979;Não;Sim;Não;46;41 a 50;29/01/2025;149
39280791;19/02/2024;23/06/1976;Não;Sim;Não;49;41 a 50;04/01/2025;320
39780123;23/07/2024;22/10/1983;Não;Sim;Não;41;41 a 50;28/01/2025;189
39199720;26/01/2024;11/09/2000;Não;Sim;Sim;24;21 a 30;08/01/2025;348
59392179;03/01/2024;16/12/1986;Não;Sim;Sim;38;31 a 40;11/01/2025;374
39604017;31/05/2024;17/09/1988;Não;Sim;Sim;36;31 a 40;17/02/2025;262
39163086;16/01/2024;14/02/1989;Não;Sim;Não;36;31 a 40;02/01/2025;352
39561960;05/06/2024;19/09/1986;Não;Sim;Não;38;31 a 40;02/01/2025;211
39152315;13/01/2024;24/12/1975;Não;Sim;Não;49;41 a 50;16/01/2025;369
39465473;17/04/2024;01/08/1989;Não;Sim;Não;35;31 a 40;13/01/2025;271
39362588;16/03/2024;27/08/1990;Não;Sim;Não;34;31 a 40;02/03/2025;351
39501957;30/04/2024;24/01/1983;Não;Sim;Não;42;41 a 50;20/01/2025;265
39211811;30/01/2024;12/07/1982;Não;Sim;Sim;42;41 a 50;23/01/2025;359
39191468;24/01/2024;24/07/1963;Não;Sim;Sim;61;>=51;09/01/2025;351
39278179;01/02/2025;31/07/1993;Não;Sim;Não;31;31 a 40;01/02/2025;0
40553703;06/03/2025;24/04/1980;Não;Sim;Não;45;41 a 50;06/03/2025;0
39408260;17/06/2024;20/01/2000;Não;Sim;Não;25;21 a 30;07/02/2025;235
40303777;21/02/2025;14/09/1997;Não;Sim;Não;27;21 a 30;21/02/2025;0
39350410;22/05/2024;24/11/2002;Não;Sim;Sim;22;21 a 30;26/02/2025;280
39941376;12/09/2024;08/03/1986;Não;Sim;Não;39;31 a 40;29/04/2025;229
40141503;16/11/2024;13/10/1987;Não;Sim;Não;37;31 a 40;16/04/2025;151
39717912;05/07/2024;23/03/1994;Não;Sim;Não;31;31 a 40;10/01/2025;189
39131001;26/07/2024;17/02/2002;Não;Sim;Não;23;21 a 30;12/03/2025;229
40636418;27/03/2025;30/08/1990;Não;Sim;Não;34;31 a 40;27/03/2025;0
39191614;24/01/2024;29/04/1996;Não;Sim;Não;29;21 a 30;02/01/2025;344
40509601;15/03/2024;19/03/1992;Não;Sim;Não;33;31 a 40;29/01/2025;320
36003229;29/03/2025;06/11/1986;Não;Sim;Não;38;31 a 40;29/03/2025;0
39495736;28/04/2024;15/02/1990;Não;Sim;Não;35;31 a 40;31/01/2025;278
37789364;12/03/2025;23/06/2000;Não;Sim;Sim;25;21 a 30;12/03/2025;0
40441578;18/02/2025;13/02/2001;Não;Sim;Não;24;21 a 30;18/02/2025;0
36618910;18/04/2025;04/09/1991;Não;Sim;Não;33;31 a 40;18/04/2025;0
40635452;27/03/2025;12/11/1986;Não;Sim;Não;38;31 a 40;27/03/2025;0
40110064;25/04/2025;02/12/1986;Não;Sim;Não;38;31 a 40;25/04/2025;0
39529371;03/06/2024;16/01/1996;Não;Sim;Sim;29;21 a 30;18/01/2025;229
40111806;09/11/2024;07/04/1999;Não;Sim;Não;26;21 a 30;29/01/2025;81
40126259;12/11/2024;17/12/1992;Não;Sim;Não;32;31 a 40;02/02/2025;82
40423235;12/02/2025;02/11/1994;Não;Sim;Não;30;21 a 30;17/02/2025;5
39726025;07/07/2024;29/12/1997;Não;Sim;Não;27;21 a 30;14/03/2025;250
39112671;05/01/2024;23/07/1993;Não;Sim;Não;31;31 a 40;02/01/2025;363
40040132;16/10/2024;27/04/1984;Não;Sim;Sim;41;41 a 50;01/02/2025;108
39894282;28/08/2024;01/12/1998;Não;Sim;Não;26;21 a 30;01/02/2025;157
39889900;26/08/2024;10/04/1980;Não;Sim;Não;45;41 a 50;27/01/2025;154
40518303;05/03/2025;30/01/1999;Não;Sim;Não;26;21 a 30;05/03/2025;0
37804874;14/04/2025;22/11/1989;Não;Sim;Não;35;31 a 40;14/04/2025;0
40381886;29/01/2025;07/05/1978;Não;Sim;Sim;47;41 a 50;29/01/2025;0
40037061;15/10/2024;25/07/1996;Não;Sim;Não;28;21 a 30;07/02/2025;115
39370527;21/04/2024;20/01/2000;Não;Sim;Não;25;21 a 30;03/01/2025;257
39910857;02/09/2024;07/01/1992;Não;Sim;Não;33;31 a 40;21/01/2025;141
38767404;21/03/2025;15/05/1995;Não;Sim;Não;30;21 a 30;21/03/2025;0
40558257;06/03/2025;18/12/1994;Não;Sim;Não;30;21 a 30;06/03/2025;0
40480903;01/03/2025;14/11/1991;Não;Sim;Não;33;31 a 40;01/03/2025;0
40607138;16/03/2025;01/07/1983;Não;Sim;Não;41;41 a 50;16/03/2025;0
40571399;08/03/2025;06/03/1993;Não;Sim;Não;32;31 a 40;08/03/2025;0
40168020;23/11/2024;12/07/1979;Não;Sim;Não;45;41 a 50;07/03/2025;104
39407089;02/08/2024;12/11/1999;Não;Sim;Sim;25;21 a 30;28/01/2025;179
39961566;18/09/2024;05/12/1987;Não;Sim;Não;37;31 a 40;21/03/2025;184
39660853;17/06/2024;10/05/2002;Não;Sim;Não;23;21 a 30;15/01/2025;212
39441475;10/04/2024;22/05/1983;Não;Sim;Não;42;41 a 50;03/01/2025;268
36265320;07/04/2025;18/08/1999;Não;Sim;Não;25;21 a 30;07/04/2025;0
40224454;30/04/2025;28/11/1990;Não;Sim;Não;34;31 a 40;30/04/2025;0
40238574;12/12/2024;14/11/1977;Não;Sim;Não;47;41 a 50;15/01/2025;34
39950136;19/09/2024;15/02/2005;Não;Sim;Não;20;<=20;20/03/2025;182
38368914;11/05/2024;18/04/1995;Não;Sim;Não;30;21 a 30;02/01/2025;236
40348266;17/01/2025;13/05/1948;Não;Sim;Sim;77;>=51;17/01/2025;0
39991719;29/09/2024;03/06/1988;Não;Sim;Sim;37;31 a 40;15/01/2025;108
40519038;05/03/2025;02/09/1989;Não;Sim;Não;35;31 a 40;05/03/2025;0
39458933;15/04/2024;08/07/1996;Não;Sim;Sim;28;21 a 30;13/01/2025;273
39519148;05/05/2024;05/10/1999;Não;Sim;Não;25;21 a 30;05/01/2025;245
39857625;16/08/2024;28/09/1994;Não;Sim;Não;30;21 a 30;22/01/2025;159
39902632;30/09/2024;15/07/1981;Não;Sim;Sim;43;41 a 50;10/01/2025;102
39547715;14/05/2024;29/01/1997;Não;Sim;Sim;28;21 a 30;21/01/2025;252
39887483;26/08/2024;02/12/1979;Não;Sim;Não;45;41 a 50;13/01/2025;140
40361102;21/01/2025;02/05/2000;Não;Sim;Sim;25;21 a 30;21/01/2025;0
39967762;21/09/2024;21/02/1962;Não;Sim;Não;63;>=51;25/04/2025;216
40219799;06/12/2024;03/07/1995;Não;Sim;Não;29;21 a 30;18/01/2025;43
40318963;07/01/2025;17/11/2006;Não;Sim;Não;18;<=20;07/01/2025;0
39038819;19/04/2024;18/09/1979;Não;Sim;Não;45;41 a 50;21/02/2025;308
40604758;15/03/2025;19/05/1984;Não;Sim;Não;41;41 a 50;15/03/2025;0
39753732;15/07/2024;22/06/1991;Não;Sim;Sim;34;31 a 40;02/01/2025;171
39971774;10/11/2024;07/08/1988;Não;Sim;Não;36;31 a 40;20/01/2025;71
39447696;17/04/2024;21/10/1983;Não;Sim;Não;41;41 a 50;13/01/2025;271
37701300;30/04/2024;21/09/1975;Não;Sim;Não;49;41 a 50;24/01/2025;269
40350542;17/01/2025;08/08/2005;Não;Sim;Não;19;<=20;17/01/2025;0
40272606;16/03/2025;23/05/1992;Não;Sim;Sim;33;31 a 40;16/03/2025;0
39516089;04/05/2024;13/05/1997;Não;Sim;Não;28;21 a 30;07/01/2025;248
39641790;11/06/2024;04/06/1990;Não;Sim;Não;35;31 a 40;05/02/2025;239
39429714;06/04/2024;29/03/1997;Não;Sim;Não;28;21 a 30;30/04/2025;389
37755963;02/05/2024;17/03/1968;Não;Sim;Não;57;>=51;14/01/2025;257
40513802;29/03/2025;23/08/1992;Não;Sim;Não;32;31 a 40;29/03/2025;0
61016352;26/02/2025;19/12/1986;Não;Sim;Não;38;31 a 40;26/02/2025;0
40302888;02/01/2025;31/07/1995;Não;Sim;Não;29;21 a 30;24/01/2025;22
36192476;05/04/2025;05/04/1985;Não;Sim;Sim;40;31 a 40;05/04/2025;0
39924271;06/09/2024;05/12/1996;Não;Sim;Sim;28;21 a 30;22/02/2025;169
38903856;14/03/2025;24/02/2002;Não;Sim;Não;23;21 a 30;21/03/2025;7
40220717;08/12/2024;31/12/1970;Não;Sim;Não;54;>=51;03/01/2025;26
39587691;26/05/2024;15/04/1995;Não;Sim;Não;30;21 a 30;08/01/2025;227
40481633;14/02/2024;28/02/1980;Não;Sim;Não;45;41 a 50;04/01/2025;325
40004851;04/10/2024;28/10/1979;Não;Sim;Não;45;41 a 50;07/01/2025;95
38338319;20/01/2024;03/01/1984;Não;Sim;Não;41;41 a 50;08/02/2025;385
39525635;01/07/2024;05/06/2002;Não;Sim;Não;23;21 a 30;12/04/2025;285
40095492;03/11/2024;20/11/1990;Não;Sim;Sim;34;31 a 40;24/04/2025;172
36110246;02/04/2025;02/06/1991;Não;Sim;Não;34;31 a 40;02/04/2025;0
40334780;12/01/2025;22/11/1989;Não;Sim;Não;35;31 a 40;12/01/2025;0
40100047;05/11/2024;05/10/1998;Não;Sim;Não;26;21 a 30;11/03/2025;126
40517889;04/03/2025;12/01/1982;Não;Sim;Não;43;41 a 50;04/03/2025;0
39549955;15/05/2024;02/06/1998;Não;Sim;Não;27;21 a 30;03/02/2025;264
39768688;20/07/2024;18/02/1963;Não;Sim;Não;62;>=51;13/01/2025;177
39758519;17/07/2024;06/02/1990;Não;Sim;Não;35;31 a 40;04/01/2025;171
40158610;21/11/2024;22/02/1978;Não;Sim;Não;47;41 a 50;09/01/2025;49
39254421;11/02/2024;30/05/1981;Não;Sim;Não;44;41 a 50;13/01/2025;337
39137191;08/01/2024;17/08/1997;Não;Sim;Não;27;21 a 30;17/01/2025;375
39496689;28/04/2024;19/06/1981;Não;Sim;Não;44;41 a 50;23/01/2025;270
40076843;28/10/2024;10/09/1986;Não;Sim;Não;38;31 a 40;12/01/2025;76
39152124;15/03/2024;08/03/2003;Não;Sim;Não;22;21 a 30;11/01/2025;302
40431569;15/02/2025;20/02/1987;Não;Sim;Sim;38;31 a 40;15/02/2025;0
40632855;26/03/2025;18/02/1979;Não;Sim;Não;46;41 a 50;26/03/2025;0
39103862;02/01/2024;05/04/1990;Não;Sim;Não;35;31 a 40;24/01/2025;388
40428363;17/02/2025;16/05/2000;Não;Sim;Não;25;21 a 30;17/02/2025;0
39657012;16/06/2024;28/03/1995;Não;Sim;Não;30;21 a 30;12/01/2025;210
40043749;17/10/2024;28/02/2002;Não;Sim;Não;23;21 a 30;07/01/2025;82
37334011;18/08/2024;08/08/2005;Não;Sim;Sim;19;<=20;09/02/2025;175
36124181;02/04/2025;13/11/1968;Não;Sim;Não;56;>=51;02/04/2025;0
39700083;30/06/2024;01/02/2005;Não;Sim;Não;20;<=20;19/03/2025;262
40438346;17/02/2025;22/06/1965;Não;Sim;Sim;60;>=51;17/02/2025;0
40265164;20/12/2024;26/01/1998;Não;Sim;Não;27;21 a 30;09/01/2025;20
39447459;12/04/2024;10/12/1960;Não;Sim;Sim;64;>=51;17/01/2025;280
40343751;09/04/2025;05/05/1999;Não;Sim;Não;26;21 a 30;09/04/2025;0
38740693;23/03/2024;04/09/1992;Não;Sim;Não;32;31 a 40;06/01/2025;289
39286022;21/02/2024;21/01/1997;Não;Sim;Não;28;21 a 30;28/04/2025;432
38826814;08/03/2024;23/08/2002;Não;Sim;Não;22;21 a 30;22/02/2025;351
39577744;23/05/2024;21/01/1996;Não;Sim;Não;29;21 a 30;14/02/2025;267
36168491;08/04/2025;11/04/1966;Não;Sim;Não;59;>=51;08/04/2025;0
40618149;20/03/2025;09/05/1973;Não;Sim;Não;52;>=51;20/03/2025;0
39163638;16/01/2024;19/12/1971;Não;Sim;Não;53;>=51;08/01/2025;358
39790303;27/07/2024;10/06/1993;Não;Sim;Não;32;31 a 40;06/01/2025;163
40125650;12/11/2024;22/08/1991;Não;Sim;Sim;33;31 a 40;19/02/2025;99
39244112;08/02/2024;29/05/1996;Não;Sim;Não;29;21 a 30;04/04/2025;421
39732759;09/07/2024;25/05/2000;Não;Sim;Não;25;21 a 30;06/03/2025;240
36392410;09/04/2025;17/04/1980;Não;Sim;Não;45;41 a 50;09/04/2025;0
40252325;16/12/2024;27/04/1988;Não;Sim;Não;37;31 a 40;11/01/2025;26
39808728;02/08/2024;25/03/1953;Não;Sim;Não;72;>=51;13/01/2025;164
40039828;20/10/2024;16/04/2001;Não;Sim;Não;24;21 a 30;02/03/2025;133
39963540;19/09/2024;07/01/1969;Não;Sim;Não;56;>=51;09/02/2025;143
40126597;17/11/2024;31/08/1984;Não;Sim;Não;40;31 a 40;10/02/2025;85
40402324;05/02/2025;01/04/1984;Não;Sim;Não;41;41 a 50;05/02/2025;0
39976774;24/09/2024;09/12/1981;Não;Sim;Não;43;41 a 50;14/01/2025;112
40181556;27/11/2024;19/09/1994;Não;Sim;Não;30;21 a 30;27/02/2025;92
37857751;03/01/2024;17/01/1989;Não;Sim;Não;36;31 a 40;09/02/2025;403
39248431;10/02/2024;19/04/1988;Não;Sim;Não;37;31 a 40;18/02/2025;374
40444251;20/02/2025;14/01/1991;Não;Sim;Não;34;31 a 40;20/02/2025;0
37736257;03/02/2025;21/12/1985;Não;Sim;Não;39;31 a 40;03/02/2025;0
40099228;03/12/2024;21/04/1977;Não;Sim;Não;48;41 a 50;08/02/2025;67
37989109;15/06/2024;11/06/1983;Não;Sim;Não;42;41 a 50;07/01/2025;206
40225336;30/04/2025;11/09/2000;Não;Sim;Não;24;21 a 30;30/04/2025;0
40637252;29/03/2025;19/09/1988;Não;Sim;Não;36;31 a 40;29/03/2025;0
38423622;25/05/2024;10/08/1978;Não;Sim;Sim;46;41 a 50;27/04/2025;337
39856117;28/08/2024;27/11/2003;Não;Sim;Não;21;21 a 30;01/02/2025;157
39518919;05/05/2024;08/08/1986;Não;Sim;Não;38;31 a 40;27/02/2025;298
40450755;22/02/2025;07/11/1995;Não;Sim;Não;29;21 a 30;22/02/2025;0
40226054;08/12/2024;02/08/1996;Não;Sim;Não;28;21 a 30;05/03/2025;87
40321351;07/01/2025;11/04/1991;Não;Sim;Não;34;31 a 40;08/01/2025;1
40630470;25/03/2025;22/05/1990;Não;Sim;Não;35;31 a 40;25/03/2025;0
40451217;13/01/2024;05/02/1997;Não;Sim;Sim;28;21 a 30;27/01/2025;380
40162073;27/12/2024;28/11/1979;Não;Sim;Não;45;41 a 50;23/03/2025;86
39799994;01/08/2024;12/06/1989;Não;Sim;Não;36;31 a 40;01/02/2025;184
40350065;17/01/2025;18/04/2003;Não;Sim;Não;22;21 a 30;17/01/2025;0
40369636;24/01/2025;21/01/2003;Não;Sim;Sim;22;21 a 30;24/01/2025;0
36599550;17/04/2025;18/03/2002;Não;Sim;Não;23;21 a 30;17/04/2025;0
32575499;04/01/2024;06/11/1961;Não;Sim;Sim;63;>=51;03/01/2025;365
40007483;05/10/2024;18/03/1994;Não;Sim;Não;31;31 a 40;06/04/2025;183
39188781;21/05/2024;01/08/1993;Não;Sim;Não;31;31 a 40;02/01/2025;226
40224238;07/12/2024;04/10/1979;Não;Sim;Não;45;41 a 50;05/02/2025;60
39683885;25/06/2024;02/07/1995;Não;Sim;Não;29;21 a 30;03/02/2025;223
40359982;28/02/2025;30/01/2004;Não;Sim;Não;21;21 a 30;28/02/2025;0
40151656;19/11/2024;05/04/1993;Não;Sim;Não;32;31 a 40;10/02/2025;83
39433764;08/04/2024;28/05/1984;Não;Sim;Não;41;41 a 50;26/04/2025;383
40120030;10/11/2024;17/01/2000;Não;Sim;Não;25;21 a 30;16/01/2025;67
39751134;15/07/2024;18/08/1990;Não;Sim;Não;34;31 a 40;05/02/2025;205
40355061;19/01/2025;03/07/1999;Não;Sim;Não;25;21 a 30;19/01/2025;0
40435040;16/02/2025;29/10/2002;Não;Sim;Não;22;21 a 30;16/02/2025;0
40225955;30/04/2025;30/04/1980;Não;Sim;Não;45;41 a 50;30/04/2025;0
40410441;08/02/2025;25/09/1992;Não;Sim;Não;32;31 a 40;12/02/2025;4
40626448;23/03/2025;21/03/1971;Não;Sim;Não;54;>=51;23/03/2025;0
40597841;13/03/2025;04/03/1997;Não;Sim;Não;28;21 a 30;13/03/2025;0
39478595;22/04/2024;08/05/1989;Não;Sim;Não;36;31 a 40;22/02/2025;306
40083963;31/10/2024;30/10/1987;Não;Sim;Não;37;31 a 40;12/01/2025;73
40247291;14/12/2024;15/07/1993;Não;Sim;Sim;31;31 a 40;13/01/2025;30
39928829;08/09/2024;02/10/1955;Não;Sim;Não;69;>=51;24/03/2025;197
39366964;17/03/2024;17/02/1972;Não;Sim;Não;53;>=51;19/01/2025;308
40316067;06/01/2025;21/06/2003;Não;Sim;Não;22;21 a 30;06/01/2025;0
39392243;01/04/2024;29/05/1979;Não;Sim;Não;46;41 a 50;10/01/2025;284
36596620;16/04/2025;25/07/1995;Não;Sim;Não;29;21 a 30;25/04/2025;9
38613279;01/03/2024;14/04/1985;Não;Sim;Não;40;31 a 40;19/01/2025;324
37827215;04/07/2024;27/02/1987;Não;Sim;Não;38;31 a 40;20/01/2025;200
40462952;25/01/2024;07/03/2001;Não;Sim;Sim;24;21 a 30;06/01/2025;347
39805630;01/08/2024;16/11/1982;Não;Sim;Não;42;41 a 50;06/02/2025;189
39775940;22/07/2024;17/10/1996;Não;Sim;Não;28;21 a 30;08/01/2025;170
39591001;28/05/2024;01/07/1973;Não;Sim;Não;52;>=51;18/02/2025;266
39559270;18/05/2024;28/06/1982;Não;Sim;Não;43;41 a 50;14/01/2025;241
39491988;27/04/2024;25/10/1976;Não;Sim;Sim;48;41 a 50;24/04/2025;362
39198138;26/01/2024;14/09/1994;Não;Sim;Sim;30;21 a 30;28/01/2025;368
40178884;26/11/2024;26/02/1994;Não;Sim;Não;31;31 a 40;29/03/2025;123
39660501;17/06/2024;21/10/1968;Não;Sim;Não;56;>=51;30/01/2025;227
33261485;09/06/2024;31/10/1985;Não;Sim;Não;39;31 a 40;09/01/2025;214
40616676;20/03/2025;25/01/1966;Não;Sim;Sim;59;>=51;20/03/2025;0
39334247;07/03/2024;20/07/1999;Não;Sim;Não;25;21 a 30;15/01/2025;314
40342754;15/01/2025;14/10/1977;Não;Sim;Não;47;41 a 50;15/01/2025;0
40125371;11/11/2024;16/10/1987;Não;Sim;Não;37;31 a 40;14/01/2025;64
36431168;10/04/2025;01/02/2003;Não;Sim;Não;22;21 a 30;10/04/2025;0
40079847;31/10/2024;20/09/1962;Não;Sim;Não;62;>=51;02/02/2025;94
40363894;22/01/2025;24/08/1994;Não;Sim;Não;30;21 a 30;22/01/2025;0
39763852;19/07/2024;31/08/1988;Não;Sim;Sim;36;31 a 40;09/01/2025;174
37481760;17/06/2024;06/06/2005;Não;Sim;Não;20;<=20;04/01/2025;201
40223768;07/12/2024;28/03/1997;Não;Sim;Não;28;21 a 30;03/04/2025;117
39224669;08/02/2024;23/01/1980;Não;Sim;Não;45;41 a 50;06/01/2025;333
40309608;03/11/2024;19/08/2004;Não;Sim;Não;20;<=20;04/01/2025;62
39669996;20/06/2024;10/02/1975;Não;Sim;Não;50;41 a 50;01/04/2025;285
39713238;04/07/2024;01/02/1988;Não;Sim;Não;37;31 a 40;09/01/2025;189
40439424;18/02/2025;22/04/1998;Não;Sim;Não;27;21 a 30;18/02/2025;0
40455704;24/02/2025;04/06/1983;Não;Sim;Não;42;41 a 50;24/02/2025;0
40210786;30/04/2025;22/04/1998;Não;Sim;Sim;27;21 a 30;30/04/2025;0
40451773;24/02/2025;10/06/1984;Não;Sim;Não;41;41 a 50;08/01/2025;-47
39858264;16/08/2024;14/03/2005;Não;Sim;Não;20;<=20;01/02/2025;169
40195517;02/12/2024;27/02/2001;Não;Sim;Não;24;21 a 30;02/01/2025;31
39541440;12/05/2024;14/08/1979;Não;Sim;Sim;45;41 a 50;11/03/2025;303
40369787;24/01/2025;19/02/1974;Não;Sim;Não;51;>=51;04/02/2025;11
40397541;04/02/2025;16/07/1996;Não;Sim;Não;28;21 a 30;04/02/2025;0
39186618;22/01/2024;24/09/1986;Não;Sim;Não;38;31 a 40;16/01/2025;360
39802010;31/07/2024;07/11/1980;Não;Sim;Não;44;41 a 50;13/01/2025;166
36472181;11/04/2025;21/07/1979;Não;Sim;Não;45;41 a 50;11/04/2025;0
40082639;30/10/2024;20/06/1995;Não;Sim;Não;30;21 a 30;20/01/2025;82
39362077;02/04/2024;19/10/1999;Não;Sim;Não;25;21 a 30;30/04/2025;393
39572498;22/05/2024;23/01/1977;Não;Sim;Não;48;41 a 50;19/01/2025;242
38786812;31/07/2024;02/04/2002;Não;Sim;Não;23;21 a 30;02/01/2025;155
40211209;03/12/2024;14/06/1996;Não;Sim;Não;29;21 a 30;07/01/2025;35
40039192;17/02/2025;25/03/1984;Não;Sim;Sim;41;41 a 50;17/02/2025;0
36537956;13/04/2025;16/10/1995;Não;Sim;Sim;29;21 a 30;13/04/2025;0
37152457;05/07/2024;12/04/2001;Não;Sim;Não;24;21 a 30;09/01/2025;188
38789151;13/06/2024;10/06/1985;Não;Sim;Sim;40;31 a 40;16/01/2025;217
40203417;29/04/2025;02/06/1999;Não;Sim;Não;26;21 a 30;29/04/2025;0
39430360;06/04/2024;07/04/1991;Não;Sim;Sim;34;31 a 40;25/01/2025;294
40061722;23/10/2024;30/07/1997;Não;Sim;Não;27;21 a 30;04/01/2025;73
40173449;07/12/2024;04/12/1975;Não;Sim;Não;49;41 a 50;08/01/2025;32
39165507;16/01/2024;10/01/1973;Não;Sim;Não;52;>=51;09/01/2025;359
40431644;15/02/2025;05/10/1998;Não;Sim;Não;26;21 a 30;28/01/2025;-18
39970694;21/09/2024;18/01/1993;Não;Sim;Sim;32;31 a 40;23/01/2025;124
40612784;18/03/2025;01/09/1960;Não;Sim;Não;64;>=51;18/03/2025;0
39808116;01/08/2024;22/11/1984;Não;Sim;Não;40;31 a 40;12/03/2025;223
39452575;13/04/2024;30/11/1999;Não;Sim;Não;25;21 a 30;10/02/2025;303
40616651;20/03/2025;18/11/1976;Não;Sim;Não;48;41 a 50;22/03/2025;2
40165249;23/11/2024;10/09/1976;Não;Sim;Sim;48;41 a 50;03/01/2025;41
40050105;19/11/2024;02/07/1983;Não;Sim;Não;41;41 a 50;10/01/2025;52
39286591;21/02/2024;15/07/1996;Não;Sim;Não;28;21 a 30;11/02/2025;356
40381882;29/01/2025;16/12/1988;Não;Sim;Não;36;31 a 40;29/01/2025;0
37268933;13/12/2024;02/05/1999;Não;Sim;Sim;26;21 a 30;15/01/2025;33
40000978;29/08/2024;23/01/2004;Não;Sim;Não;21;21 a 30;04/01/2025;128
39906265;01/09/2024;13/08/1982;Não;Sim;Não;42;41 a 50;01/03/2025;181
40384979;30/01/2025;13/05/2001;Não;Sim;Não;24;21 a 30;30/01/2025;0
39747635;14/07/2024;14/05/1990;Não;Sim;Não;35;31 a 40;21/03/2025;250
40444855;10/04/2025;17/10/1985;Não;Sim;Não;39;31 a 40;20/02/2025;-49
39187529;23/01/2024;06/10/2000;Não;Sim;Não;24;21 a 30;19/01/2025;362
39444565;11/04/2024;28/07/1995;Não;Sim;Não;29;21 a 30;27/01/2025;291
40120467;15/11/2024;27/03/1983;Não;Sim;Não;42;41 a 50;11/02/2025;88
40080538;12/12/2024;31/03/1985;Não;Sim;Não;40;31 a 40;07/01/2025;26
36671146;21/04/2025;01/08/1988;Não;Sim;Não;36;31 a 40;21/04/2025;0
40365177;22/01/2025;10/03/2003;Não;Sim;Não;22;21 a 30;22/01/2025;0
39565324;19/05/2024;29/11/1965;Não;Sim;Não;59;>=51;15/01/2025;241
39416926;22/08/2024;31/12/1991;Não;Sim;Não;33;31 a 40;18/02/2025;180
40598607;13/03/2025;20/05/1986;Não;Sim;Não;39;31 a 40;14/03/2025;1
40453284;23/02/2025;24/08/1993;Não;Sim;Não;31;31 a 40;23/02/2025;0
40076236;28/10/2024;21/10/1971;Não;Sim;Sim;53;>=51;24/01/2025;88
39185716;22/01/2024;28/07/1986;Não;Sim;Não;38;31 a 40;25/01/2025;369
39558682;07/06/2024;04/04/2006;Não;Sim;Sim;19;<=20;24/01/2025;231
39585517;26/05/2024;30/11/1988;Não;Sim;Não;36;31 a 40;03/03/2025;281
39925720;31/10/2024;09/05/1999;Não;Sim;Não;26;21 a 30;04/01/2025;65
39244927;13/02/2024;09/08/1989;Não;Sim;Não;35;31 a 40;18/01/2025;340
61013344;24/02/2025;11/10/2000;Não;Sim;Não;24;21 a 30;24/02/2025;0
39274407;02/01/2025;28/03/1963;Não;Sim;Não;62;>=51;02/01/2025;0
40406765;08/02/2025;17/03/1985;Não;Sim;Não;40;31 a 40;08/02/2025;0
40209222;03/12/2024;09/02/1969;Não;Sim;Sim;56;>=51;06/01/2025;34
