COD_CLIENTE;DATA_CADASTRO;DATA_NASCIMENTO;CELULAR_VALIDO;E_MAIL_VALIDO;OPT_OUT;Idade;Faixa_Idade;DATA_PRIMEIRA_COMPRA;DIAS_ATE_1A_COMPRA
36393689;09/04/2025;24/01/1969;Não;Sim;Não;56;>=51;09/04/2025;0
39765225;19/07/2024;12/09/2002;Não;Sim;Não;22;21 a 30;03/02/2025;199
40179183;26/11/2024;13/06/1992;Não;Sim;Sim;33;31 a 40;28/01/2025;63
39995682;30/09/2024;03/09/2000;Não;Sim;Não;24;21 a 30;02/01/2025;94
39691623;27/06/2024;19/01/1995;Não;Sim;Sim;30;21 a 30;03/01/2025;190
39836309;24/08/2024;06/10/1990;Não;Sim;Não;34;31 a 40;05/01/2025;134
39780827;24/07/2024;02/07/1983;Não;Sim;Não;41;41 a 50;03/03/2025;222
39605445;31/05/2024;30/12/1994;Não;Sim;Não;30;21 a 30;09/01/2025;223
40322822;15/01/2025;22/12/1968;Não;Sim;Não;56;>=51;15/01/2025;0
39308251;28/02/2024;08/05/1971;Não;Sim;Não;54;>=51;15/01/2025;322
38728323;14/03/2024;09/08/1982;Não;Sim;Não;42;41 a 50;21/02/2025;344
40419420;10/02/2025;20/07/1991;Não;Sim;Não;33;31 a 40;14/02/2025;4
39397708;26/04/2024;27/07/1995;Não;Sim;Não;29;21 a 30;15/01/2025;264
39660428;19/06/2024;15/04/1977;Não;Sim;Não;48;41 a 50;06/01/2025;201
39732418;10/07/2024;03/04/1995;Não;Sim;Não;30;21 a 30;04/01/2025;178
39411619;31/03/2024;07/12/1981;Não;Sim;Não;43;41 a 50;19/01/2025;294
39518105;05/05/2024;05/08/1985;Não;Sim;Não;39;31 a 40;04/01/2025;244
39516966;05/05/2024;18/08/1979;Não;Sim;Não;45;41 a 50;14/01/2025;254
40338993;03/03/2025;22/01/1984;Não;Sim;Sim;41;41 a 50;06/03/2025;3
39700268;18/07/2024;23/08/1999;Não;Sim;Não;25;21 a 30;13/01/2025;179
40306079;03/01/2025;24/08/2001;Não;Sim;Não;23;21 a 30;03/01/2025;0
40298322;30/12/2024;25/02/1935;Não;Não;Sim;90;>=51;30/03/2025;90
39429166;06/04/2024;19/06/1988;Não;Sim;Não;37;31 a 40;25/01/2025;294
40624775;23/03/2025;14/08/2006;Não;Sim;Não;18;<=20;23/03/2025;0
40616613;20/03/2025;07/06/1998;Não;Sim;Não;27;21 a 30;20/03/2025;0
39354600;13/03/2024;11/02/1943;Não;Sim;Sim;82;>=51;30/03/2025;382
36161527;03/04/2025;29/09/1977;Não;Sim;Não;47;41 a 50;03/04/2025;0
39691435;27/06/2024;22/08/1988;Não;Sim;Não;36;31 a 40;24/01/2025;211
39558606;21/05/2024;07/06/1986;Não;Sim;Não;39;31 a 40;01/04/2025;315
38318091;03/04/2024;18/02/1975;Não;Sim;Sim;50;41 a 50;04/01/2025;276
40129999;13/11/2024;23/10/1978;Não;Sim;Não;46;41 a 50;23/01/2025;71
40345607;16/01/2025;17/12/2004;Não;Sim;Não;20;<=20;16/01/2025;0
37838817;22/10/2024;17/07/1995;Não;Sim;Não;29;21 a 30;28/02/2025;129
61013162;24/02/2025;02/07/1988;Não;Sim;Não;36;31 a 40;24/02/2025;0
40631572;03/04/2025;30/03/1985;Não;Sim;Não;40;31 a 40;03/04/2025;0
40383105;29/01/2025;02/05/1980;Não;Sim;Não;45;41 a 50;02/02/2025;4
40177339;26/11/2024;25/08/2005;Não;Sim;Não;19;<=20;18/01/2025;53
40634395;26/03/2025;17/03/1993;Não;Sim;Não;32;31 a 40;26/03/2025;0
40189341;29/11/2024;09/05/1991;Não;Sim;Não;34;31 a 40;19/03/2025;110
40172677;24/11/2024;31/12/2002;Não;Sim;Não;22;21 a 30;30/01/2025;67
40292197;14/01/2025;03/08/1999;Não;Sim;Não;25;21 a 30;14/01/2025;0
39670134;26/06/2024;19/01/1999;Não;Sim;Sim;26;21 a 30;03/02/2025;222
37489892;20/04/2025;14/01/1998;Não;Sim;Não;27;21 a 30;20/04/2025;0
39502455;07/05/2024;13/02/1996;Não;Sim;Não;29;21 a 30;23/03/2025;320
40319069;07/01/2025;17/09/1956;Não;Sim;Não;68;>=51;07/01/2025;0
39958384;17/09/2024;02/01/2000;Não;Sim;Não;25;21 a 30;26/03/2025;190
61014349;25/02/2025;21/04/1980;Não;Sim;Não;45;41 a 50;25/02/2025;0
39779269;23/07/2024;27/03/1990;Não;Sim;Não;35;31 a 40;08/02/2025;200
38543860;29/03/2024;13/12/1973;Não;Sim;Não;51;>=51;10/01/2025;287
39294233;24/02/2024;06/04/1994;Não;Sim;Sim;31;31 a 40;30/01/2025;341
39158385;14/01/2024;16/03/1987;Não;Sim;Sim;38;31 a 40;11/01/2025;363
39390573;28/06/2024;12/09/2003;Não;Sim;Não;21;21 a 30;11/01/2025;197
40400582;04/02/2025;27/07/2001;Não;Sim;Não;23;21 a 30;06/02/2025;2
40426094;13/02/2025;12/04/1994;Não;Sim;Não;31;31 a 40;13/02/2025;0
40259206;18/12/2024;16/05/1989;Não;Sim;Sim;36;31 a 40;28/01/2025;41
39537627;09/06/2024;15/07/1983;Não;Sim;Sim;41;41 a 50;14/02/2025;250
39295251;24/02/2024;21/05/1987;Não;Sim;Não;38;31 a 40;07/03/2025;377
40334141;14/01/2025;20/07/1988;Não;Sim;Não;36;31 a 40;14/01/2025;0
40440533;18/02/2025;22/04/1992;Não;Sim;Não;33;31 a 40;18/02/2025;0
39409423;13/11/2024;29/09/1989;Não;Sim;Não;35;31 a 40;25/02/2025;104
39114015;02/01/2024;14/05/1985;Não;Sim;Não;40;31 a 40;02/02/2025;397
40378084;27/01/2025;22/09/1979;Não;Sim;Não;45;41 a 50;27/01/2025;0
40348220;17/01/2025;09/07/2004;Não;Sim;Não;20;<=20;17/01/2025;0
39138363;18/01/2024;22/07/1989;Não;Sim;Não;35;31 a 40;01/02/2025;380
39239939;07/02/2024;02/04/1993;Não;Sim;Não;32;31 a 40;08/02/2025;367
40199840;17/01/2025;19/04/2005;Não;Sim;Não;20;<=20;17/01/2025;0
40315975;06/01/2025;01/08/1992;Não;Sim;Sim;32;31 a 40;11/01/2025;5
44004866;13/07/2024;13/02/1997;Não;Sim;Não;28;21 a 30;02/01/2025;173
39495301;28/04/2024;22/04/1989;Não;Sim;Sim;36;31 a 40;12/01/2025;259
39703224;11/02/2025;08/07/1968;Não;Sim;Não;56;>=51;11/02/2025;0
39972534;22/09/2024;25/07/2002;Não;Sim;Não;22;21 a 30;21/01/2025;121
40150681;11/01/2025;07/09/1975;Não;Sim;Não;49;41 a 50;11/01/2025;0
40092998;11/12/2024;16/09/1984;Não;Sim;Não;40;31 a 40;24/03/2025;103
61019112;27/02/2025;17/01/1973;Não;Sim;Não;52;>=51;27/02/2025;0
39792272;05/03/2025;03/03/2000;Não;Sim;Não;25;21 a 30;05/03/2025;0
40061992;23/10/2024;21/06/1991;Não;Sim;Não;34;31 a 40;12/01/2025;81
39615257;21/06/2024;07/07/1998;Não;Sim;Não;26;21 a 30;12/01/2025;205
40442946;19/02/2025;12/08/1986;Não;Sim;Não;38;31 a 40;19/02/2025;0
61022010;28/02/2025;06/06/1961;Não;Sim;Não;64;>=51;28/02/2025;0
38035140;10/08/2024;02/11/1991;Não;Sim;Não;33;31 a 40;02/02/2025;176
39412030;31/03/2024;07/10/1984;Não;Sim;Não;40;31 a 40;28/01/2025;303
39984766;27/09/2024;30/12/1986;Não;Sim;Não;38;31 a 40;05/01/2025;100
36202031;05/04/2025;15/04/1995;Não;Sim;Não;30;21 a 30;05/04/2025;0
39962893;19/09/2024;22/11/1990;Não;Sim;Não;34;31 a 40;06/02/2025;140
40380786;28/01/2025;15/12/1983;Não;Sim;Não;41;41 a 50;29/01/2025;1
36542319;14/04/2025;08/04/1955;Não;Sim;Não;70;>=51;14/04/2025;0
40088831;01/11/2024;13/12/1991;Não;Sim;Não;33;31 a 40;06/01/2025;66
39552722;17/05/2024;24/12/1992;Não;Sim;Sim;32;31 a 40;06/02/2025;265
39565937;24/12/2024;21/08/1997;Não;Sim;Não;27;21 a 30;11/02/2025;49
39564969;19/05/2024;10/09/1996;Não;Sim;Não;28;21 a 30;20/01/2025;246
40329071;10/01/2025;15/04/1979;Não;Sim;Não;46;41 a 50;10/01/2025;0
39699716;30/06/2024;18/04/1974;Não;Sim;Não;51;>=51;10/01/2025;194
38827309;29/02/2024;31/05/2001;Não;Sim;Não;24;21 a 30;06/03/2025;371
38728618;26/06/2024;12/12/1971;Não;Sim;Não;53;>=51;02/01/2025;190
40247735;14/12/2024;10/10/2000;Não;Sim;Não;24;21 a 30;16/02/2025;64
61003499;07/02/2025;26/01/1984;Não;Sim;Não;41;41 a 50;07/02/2025;0
39637362;03/07/2024;15/02/1998;Não;Sim;Não;27;21 a 30;22/02/2025;234
38306783;02/05/2024;24/11/1979;Não;Sim;Não;45;41 a 50;03/01/2025;246
40153733;19/11/2024;25/07/1964;Não;Sim;Não;60;>=51;27/02/2025;100
39755872;16/07/2024;19/09/1985;Não;Sim;Não;39;31 a 40;16/01/2025;184
40083571;31/10/2024;25/11/1986;Não;Sim;Não;38;31 a 40;07/01/2025;68
36459252;11/04/2025;12/10/1995;Não;Sim;Não;29;21 a 30;18/04/2025;7
39457570;15/04/2024;30/04/1996;Não;Sim;Não;29;21 a 30;27/03/2025;346
39158649;03/02/2024;05/05/1983;Não;Sim;Não;42;41 a 50;09/01/2025;341
40579176;10/03/2025;14/08/2001;Não;Sim;Não;23;21 a 30;10/03/2025;0
39662890;18/06/2024;12/09/1968;Não;Sim;Não;56;>=51;23/01/2025;219
39281924;20/02/2024;31/05/1971;Não;Sim;Não;54;>=51;10/03/2025;384
40575605;09/03/2025;02/11/1982;Não;Sim;Não;42;41 a 50;09/03/2025;0
39819222;05/08/2024;21/06/1997;Não;Sim;Não;28;21 a 30;02/01/2025;150
39155690;15/01/2024;19/11/1987;Não;Sim;Não;37;31 a 40;06/01/2025;357
39428435;06/04/2024;13/11/1988;Não;Sim;Sim;36;31 a 40;07/01/2025;276
36241020;06/04/2025;23/10/1985;Não;Sim;Não;39;31 a 40;06/04/2025;0
40615946;19/03/2025;25/10/1992;Não;Sim;Não;32;31 a 40;19/03/2025;0
39326047;04/03/2024;28/07/1975;Não;Sim;Não;49;41 a 50;16/04/2025;408
40137332;26/04/2025;10/04/2005;Não;Sim;Não;20;<=20;26/04/2025;0
39863787;18/08/2024;11/06/1996;Não;Sim;Sim;29;21 a 30;12/01/2025;147
39960402;18/09/2024;30/07/1970;Não;Sim;Não;54;>=51;27/02/2025;162
39353604;21/04/2024;06/09/1997;Não;Sim;Não;27;21 a 30;09/01/2025;263
40001040;03/10/2024;25/06/1995;Não;Sim;Não;30;21 a 30;16/04/2025;195
39841153;12/08/2024;30/05/1968;Sim;Sim;Não;57;>=51;14/01/2025;155
36091446;01/04/2025;24/07/1985;Não;Sim;Não;39;31 a 40;01/04/2025;0
39458677;20/04/2024;19/04/1993;Não;Sim;Não;32;31 a 40;11/01/2025;266
39698096;29/06/2024;01/07/2000;Não;Sim;Não;24;21 a 30;24/01/2025;209
39156583;14/01/2024;20/03/1984;Não;Sim;Não;41;41 a 50;26/02/2025;409
39888411;26/08/2024;25/11/1971;Não;Sim;Não;53;>=51;09/04/2025;226
61015680;25/02/2025;13/01/1977;Não;Sim;Não;48;41 a 50;28/02/2025;3
39623222;06/06/2024;25/12/1996;Não;Sim;Não;28;21 a 30;03/01/2025;211
39808492;01/08/2024;01/10/1994;Não;Sim;Sim;30;21 a 30;26/03/2025;237
39943861;11/12/2024;26/01/1995;Não;Sim;Não;30;21 a 30;21/01/2025;41
36255951;07/04/2025;02/01/2001;Não;Sim;Não;24;21 a 30;08/04/2025;1
39383670;22/03/2024;30/03/2004;Não;Sim;Não;21;21 a 30;30/01/2025;314
40617631;20/03/2025;16/07/1974;Não;Sim;Não;50;41 a 50;20/03/2025;0
40212310;04/12/2024;20/11/2002;Não;Sim;Não;22;21 a 30;03/01/2025;30
38376599;21/04/2025;07/03/1991;Não;Sim;Não;34;31 a 40;21/04/2025;0
39621927;06/06/2024;06/07/1991;Não;Sim;Não;33;31 a 40;10/01/2025;218
38605140;23/02/2025;13/09/1988;Não;Sim;Sim;36;31 a 40;23/02/2025;0
36443371;10/04/2025;11/01/1999;Não;Sim;Não;26;21 a 30;11/04/2025;1
39963143;03/10/2024;12/05/1981;Não;Sim;Não;44;41 a 50;25/01/2025;114
39621324;16/06/2024;18/11/1981;Não;Sim;Não;43;41 a 50;10/01/2025;208
38733900;17/10/2024;03/03/1995;Não;Sim;Não;30;21 a 30;26/03/2025;160
40495039;01/03/2024;06/03/1987;Não;Sim;Não;38;31 a 40;02/03/2025;366
39867166;19/08/2024;04/04/1997;Não;Sim;Sim;28;21 a 30;12/04/2025;236
36566131;15/04/2025;12/05/1972;Não;Sim;Não;53;>=51;15/04/2025;0
38082791;11/01/2025;24/03/1997;Não;Sim;Não;28;21 a 30;11/01/2025;0
61017485;26/02/2025;23/01/2000;Não;Sim;Não;25;21 a 30;26/02/2025;0
40134013;18/04/2025;18/08/1973;Não;Sim;Não;51;>=51;18/04/2025;0
61017101;26/02/2025;28/02/1997;Não;Sim;Não;28;21 a 30;26/02/2025;0
40516904;05/03/2025;19/07/1981;Não;Sim;Não;43;41 a 50;05/03/2025;0
39567107;20/05/2024;11/02/1980;Não;Sim;Não;45;41 a 50;22/02/2025;278
39851381;16/08/2024;29/12/2000;Não;Sim;Não;24;21 a 30;17/02/2025;185
36584658;16/04/2025;31/10/1983;Não;Sim;Não;41;41 a 50;16/04/2025;0
38600504;29/04/2024;27/03/1982;Não;Sim;Não;43;41 a 50;28/02/2025;305
40084742;06/01/2025;13/05/1989;Não;Sim;Não;36;31 a 40;06/01/2025;0
39257672;14/02/2024;09/05/2003;Não;Sim;Não;22;21 a 30;28/02/2025;380
39307983;29/02/2024;14/05/1991;Não;Sim;Não;34;31 a 40;24/01/2025;330
39883051;24/08/2024;25/03/1969;Não;Sim;Sim;56;>=51;16/01/2025;145
39934136;09/09/2024;05/03/1998;Não;Sim;Não;27;21 a 30;07/01/2025;120
40358377;20/01/2025;12/10/1976;Não;Sim;Não;48;41 a 50;20/01/2025;0
40410445;08/02/2025;14/01/1982;Não;Sim;Não;43;41 a 50;08/02/2025;0
20513668;19/11/2024;29/01/1969;Não;Sim;Não;56;>=51;17/03/2025;118
37654090;24/08/2024;07/10/1996;Não;Sim;Não;28;21 a 30;10/01/2025;139
39994091;30/09/2024;05/01/2000;Não;Sim;Sim;25;21 a 30;07/01/2025;99
39548216;14/05/2024;02/12/1991;Não;Sim;Não;33;31 a 40;12/01/2025;243
39962234;19/09/2024;10/09/1989;Não;Sim;Não;35;31 a 40;29/01/2025;132
40434662;16/02/2025;26/06/1969;Não;Sim;Não;56;>=51;09/02/2025;-7
37911375;29/01/2025;11/07/1998;Não;Sim;Não;26;21 a 30;29/01/2025;0
40474194;01/03/2025;22/05/1990;Não;Sim;Não;35;31 a 40;01/03/2025;0
39854431;16/08/2024;26/12/1991;Não;Sim;Não;33;31 a 40;07/01/2025;144
39392324;31/03/2024;28/10/1998;Não;Sim;Não;26;21 a 30;29/01/2025;304
36259590;07/04/2025;25/05/1978;Não;Sim;Não;47;41 a 50;07/04/2025;0
39345822;17/03/2024;16/10/1989;Não;Sim;Não;35;31 a 40;04/03/2025;352
39124365;09/01/2024;15/03/1991;Não;Sim;Não;34;31 a 40;02/01/2025;359
40162658;29/11/2024;24/07/1994;Não;Sim;Não;30;21 a 30;07/01/2025;39
39530168;09/05/2024;13/07/1991;Não;Sim;Não;33;31 a 40;02/02/2025;269
40487628;02/03/2025;14/02/1997;Não;Sim;Não;28;21 a 30;02/03/2025;0
40269047;21/12/2024;14/03/1992;Não;Sim;Não;33;31 a 40;27/02/2025;68
61013332;24/02/2025;27/08/1996;Não;Sim;Não;28;21 a 30;24/02/2025;0
36640617;19/04/2025;12/05/2000;Não;Sim;Não;25;21 a 30;19/04/2025;0
40309434;07/01/2025;18/06/2000;Não;Sim;Não;25;21 a 30;07/01/2025;0
39948510;14/09/2024;14/05/1999;Não;Sim;Não;26;21 a 30;13/01/2025;121
39953463;15/09/2024;18/05/2000;Não;Sim;Não;25;21 a 30;18/01/2025;125
39732010;09/07/2024;24/04/1986;Não;Sim;Não;39;31 a 40;04/02/2025;210
36183948;04/04/2025;07/08/2002;Não;Sim;Não;22;21 a 30;05/04/2025;1
39394882;26/03/2024;01/11/1958;Não;Sim;Não;66;>=51;04/01/2025;284
40383444;29/01/2025;25/10/1960;Não;Sim;Sim;64;>=51;30/01/2025;1
39687173;21/07/2024;14/12/1973;Não;Sim;Sim;51;>=51;28/02/2025;222
39915766;04/09/2024;13/12/1978;Não;Sim;Não;46;41 a 50;14/03/2025;191
40112698;11/11/2024;24/08/1991;Não;Sim;Não;33;31 a 40;09/01/2025;59
39289189;16/12/2024;09/07/1965;Não;Sim;Não;59;>=51;27/01/2025;42
39747250;21/07/2024;03/07/1969;Não;Sim;Não;55;>=51;13/01/2025;176
61018594;27/02/2025;27/08/1994;Não;Sim;Não;30;21 a 30;27/02/2025;0
40301633;02/01/2025;11/03/1989;Não;Sim;Não;36;31 a 40;02/01/2025;0
39357907;15/03/2024;18/05/1989;Não;Sim;Sim;36;31 a 40;03/01/2025;294
40564962;07/03/2025;11/11/1992;Não;Sim;Não;32;31 a 40;07/01/2025;-59
40422522;14/02/2025;27/08/1999;Não;Sim;Não;25;21 a 30;14/02/2025;0
36704027;24/04/2025;11/06/1967;Não;Sim;Não;58;>=51;24/04/2025;0
39981380;25/09/2024;27/09/1991;Não;Sim;Não;33;31 a 40;20/01/2025;117
39442090;10/04/2024;02/04/1992;Não;Sim;Não;33;31 a 40;27/04/2025;382
40328182;10/01/2025;04/08/2003;Não;Sim;Não;21;21 a 30;10/01/2025;0
39296059;24/02/2024;12/09/1986;Não;Sim;Não;38;31 a 40;29/03/2025;399
39303084;01/03/2024;06/11/1985;Não;Sim;Sim;39;31 a 40;06/01/2025;311
40051481;04/01/2025;28/09/1999;Não;Sim;Não;25;21 a 30;04/01/2025;0
39462638;14/05/2024;30/09/1979;Não;Sim;Não;45;41 a 50;16/02/2025;278
40348704;17/01/2025;10/05/1965;Não;Sim;Não;60;>=51;17/01/2025;0
39545177;13/05/2024;07/10/1991;Não;Sim;Não;33;31 a 40;14/04/2025;336
39779033;06/03/2025;10/09/1996;Não;Sim;Não;28;21 a 30;06/03/2025;0
38997198;01/02/2024;22/12/1986;Não;Sim;Não;38;31 a 40;13/01/2025;347
39995963;01/10/2024;28/03/1962;Não;Sim;Não;63;>=51;02/01/2025;93
39157577;14/01/2024;13/12/1983;Não;Sim;Não;41;41 a 50;15/01/2025;367
40251659;17/12/2024;19/11/1999;Não;Sim;Não;25;21 a 30;12/03/2025;85
40630363;25/03/2025;10/12/1999;Não;Sim;Não;25;21 a 30;25/03/2025;0
39389074;24/03/2024;10/05/1985;Não;Sim;Sim;40;31 a 40;14/03/2025;355
40238315;14/12/2024;08/05/2001;Não;Sim;Não;24;21 a 30;08/02/2025;56
40625632;23/03/2025;20/10/1999;Não;Sim;Não;25;21 a 30;23/03/2025;0
39766210;26/09/2024;10/04/2004;Não;Sim;Não;21;21 a 30;06/03/2025;161
39944087;13/09/2024;07/09/1977;Não;Sim;Não;47;41 a 50;24/01/2025;133
39520164;06/05/2024;14/04/2003;Não;Sim;Não;22;21 a 30;17/04/2025;346
39667755;30/07/2024;20/09/1993;Não;Sim;Sim;31;31 a 40;10/01/2025;164
39729154;08/07/2024;11/02/2000;Não;Sim;Sim;25;21 a 30;03/01/2025;179
40638545;28/03/2025;27/11/1966;Não;Sim;Não;58;>=51;28/03/2025;0
39428483;06/04/2024;04/10/1995;Não;Sim;Não;29;21 a 30;09/02/2025;309
39493255;27/04/2024;04/06/2000;Não;Sim;Não;25;21 a 30;24/01/2025;272
39890038;26/08/2024;10/04/2007;Não;Sim;Não;18;<=20;15/03/2025;201
40087547;01/11/2024;25/09/1991;Não;Sim;Não;33;31 a 40;06/01/2025;66
39492874;27/04/2024;30/09/1957;Não;Sim;Não;67;>=51;02/01/2025;250
40016213;09/10/2024;28/05/1996;Não;Sim;Não;29;21 a 30;11/01/2025;94
39707721;03/07/2024;20/10/2002;Não;Sim;Não;22;21 a 30;07/01/2025;188
39239697;01/03/2024;18/07/1984;Não;Sim;Sim;40;31 a 40;07/02/2025;343
60587701;15/10/2024;05/10/1995;Não;Sim;Não;29;21 a 30;26/01/2025;103
39477000;21/04/2024;01/11/1969;Não;Sim;Não;55;>=51;28/03/2025;341
39767077;20/07/2024;01/08/1990;Não;Sim;Não;34;31 a 40;15/01/2025;179
40628654;24/03/2025;28/07/1978;Não;Sim;Não;46;41 a 50;24/03/2025;0
39470587;19/04/2024;03/04/1974;Não;Sim;Sim;51;>=51;14/03/2025;329
40330408;10/01/2025;06/10/2000;Não;Sim;Não;24;21 a 30;09/01/2025;-1
39754655;18/07/2024;08/02/1981;Não;Sim;Sim;44;41 a 50;02/01/2025;168
39523309;07/05/2024;18/02/1992;Não;Sim;Não;33;31 a 40;08/02/2025;277
40479321;12/02/2024;06/12/1990;Não;Sim;Não;34;31 a 40;03/02/2025;357
40558330;06/03/2025;27/03/1984;Não;Sim;Não;41;41 a 50;06/03/2025;0
39818256;25/08/2024;26/09/1990;Não;Sim;Não;34;31 a 40;09/03/2025;196
40154158;27/04/2025;29/08/1981;Não;Sim;Não;43;41 a 50;27/04/2025;0
39472640;20/04/2024;06/12/1996;Não;Sim;Não;28;21 a 30;02/01/2025;257
49010233;12/09/2024;23/07/1998;Não;Sim;Não;26;21 a 30;19/01/2025;129
39554851;20/04/2025;19/08/1995;Não;Sim;Não;29;21 a 30;20/04/2025;0
40356530;19/01/2025;03/12/1973;Não;Sim;Não;51;>=51;19/01/2025;0
39900727;30/08/2024;15/09/1985;Não;Sim;Não;39;31 a 40;11/01/2025;134
40158320;26/04/2025;21/02/1993;Não;Sim;Não;32;31 a 40;26/04/2025;0
39509645;27/06/2024;28/09/1975;Não;Sim;Não;49;41 a 50;10/01/2025;197
40356965;19/01/2025;09/12/1995;Não;Sim;Sim;29;21 a 30;19/01/2025;0
39900034;04/09/2024;06/05/2003;Não;Sim;Não;22;21 a 30;26/01/2025;144
39492325;27/04/2024;05/02/1957;Não;Sim;Não;68;>=51;18/01/2025;266
40635208;27/03/2025;28/05/1985;Não;Sim;Não;40;31 a 40;27/03/2025;0
39165024;16/01/2024;02/06/1987;Não;Sim;Não;38;31 a 40;17/03/2025;426
36307829;10/04/2025;26/06/2004;Não;Sim;Não;20;<=20;10/04/2025;0
39120344;04/01/2024;01/10/1967;Não;Sim;Não;57;>=51;11/04/2025;463
39114889;02/01/2024;18/04/1995;Não;Sim;Não;30;21 a 30;05/02/2025;400
39918738;05/09/2024;20/02/1989;Não;Sim;Não;36;31 a 40;02/01/2025;119
39801279;30/07/2024;29/11/1987;Não;Sim;Não;37;31 a 40;15/03/2025;228
40627022;24/03/2025;17/12/1996;Não;Sim;Não;28;21 a 30;24/03/2025;0
40067633;25/10/2024;09/10/1975;Não;Sim;Não;49;41 a 50;08/01/2025;75
32518609;24/01/2025;27/12/1990;Não;Sim;Não;34;31 a 40;29/01/2025;5
39441550;27/04/2024;18/05/1985;Não;Sim;Não;40;31 a 40;22/01/2025;270
40155032;20/11/2024;22/06/2024;Não;Sim;Não;0;;12/01/2025;53
40585016;11/03/2025;13/09/2005;Não;Sim;Não;19;<=20;11/03/2025;0
40251264;15/12/2024;19/03/1997;Não;Sim;Não;28;21 a 30;08/01/2025;24
40351876;18/01/2025;20/07/1960;Não;Sim;Não;64;>=51;18/01/2025;0
39311959;29/02/2024;03/01/1980;Não;Sim;Não;45;41 a 50;06/01/2025;312
39223997;05/02/2024;09/10/1992;Não;Sim;Não;32;31 a 40;14/01/2025;344
39764098;19/07/2024;15/03/1997;Não;Sim;Não;28;21 a 30;01/02/2025;197
31773997;15/11/2024;14/09/1976;Não;Sim;Sim;48;41 a 50;18/01/2025;64
40308124;03/01/2025;09/08/1975;Não;Sim;Não;49;41 a 50;03/01/2025;0
36172112;04/04/2025;01/10/1997;Não;Sim;Não;27;21 a 30;04/04/2025;0
40185046;28/04/2025;05/05/1988;Não;Sim;Não;37;31 a 40;28/04/2025;0
39426184;07/04/2024;21/10/1984;Não;Sim;Não;40;31 a 40;07/01/2025;275
39819855;05/08/2024;30/08/1954;Não;Sim;Não;70;>=51;22/01/2025;170
40173402;25/11/2024;08/04/1993;Não;Sim;Não;32;31 a 40;21/01/2025;57
40442252;19/02/2025;26/09/1995;Não;Sim;Não;29;21 a 30;19/02/2025;0
39975630;23/12/2024;21/06/1997;Não;Sim;Não;28;21 a 30;07/02/2025;46
39752421;15/07/2024;15/09/1970;Não;Sim;Não;54;>=51;03/02/2025;203
39953344;15/09/2024;27/06/1995;Não;Sim;Não;29;21 a 30;21/02/2025;159
40379201;31/01/2025;21/04/1998;Não;Sim;Não;27;21 a 30;31/01/2025;0
39195111;25/01/2024;31/12/1992;Não;Sim;Sim;32;31 a 40;26/01/2025;367
40400890;05/02/2025;25/04/2005;Não;Sim;Não;20;<=20;05/02/2025;0
39643314;12/06/2024;30/03/1987;Não;Sim;Não;38;31 a 40;28/03/2025;289
40453341;01/03/2025;05/06/1998;Não;Sim;Não;27;21 a 30;01/03/2025;0
39512745;26/11/2024;12/04/2000;Não;Sim;Não;25;21 a 30;15/01/2025;50
39190994;24/01/2024;20/01/1995;Não;Sim;Não;30;21 a 30;17/01/2025;359
39940481;11/09/2024;28/06/1973;Não;Sim;Não;52;>=51;01/04/2025;202
39500566;29/04/2024;22/05/1987;Não;Sim;Não;38;31 a 40;08/01/2025;254
40369853;24/01/2025;27/06/1990;Não;Sim;Sim;35;31 a 40;24/01/2025;0
40016153;08/10/2024;12/05/1999;Não;Sim;Não;26;21 a 30;17/01/2025;101
36208747;05/04/2025;14/12/1991;Não;Sim;Não;33;31 a 40;05/04/2025;0
40347066;16/01/2025;18/09/1994;Não;Sim;Não;30;21 a 30;16/01/2025;0
36634274;19/04/2025;17/05/1993;Não;Sim;Sim;32;31 a 40;19/04/2025;0
40541364;06/03/2025;26/03/2002;Não;Sim;Não;23;21 a 30;06/03/2025;0
40170821;30/11/2024;28/08/1960;Não;Sim;Sim;64;>=51;09/01/2025;40
39149479;12/01/2024;18/10/1992;Não;Sim;Sim;32;31 a 40;17/02/2025;402
36076156;03/04/2025;01/05/1988;Não;Sim;Não;37;31 a 40;03/04/2025;0
39674709;22/06/2024;11/03/1980;Não;Sim;Não;45;41 a 50;30/03/2025;281
40245768;14/12/2024;03/12/1991;Sim;Sim;Não;33;31 a 40;06/01/2025;23
40451491;22/02/2025;11/12/1995;Não;Sim;Não;29;21 a 30;22/02/2025;0
39475232;21/04/2024;27/12/1996;Não;Sim;Não;28;21 a 30;21/04/2025;365
39690403;27/06/2024;24/11/1979;Não;Sim;Não;45;41 a 50;11/01/2025;198
40475725;01/03/2025;29/01/1996;Não;Sim;Não;29;21 a 30;01/03/2025;0
40417073;10/02/2025;15/10/1996;Não;Sim;Não;28;21 a 30;10/02/2025;0
40001455;03/10/2024;18/08/1988;Não;Sim;Não;36;31 a 40;21/02/2025;141
32037393;21/03/2024;27/02/1963;Não;Sim;Não;62;>=51;18/03/2025;362
37121707;30/03/2024;27/06/2001;Não;Sim;Não;23;21 a 30;20/02/2025;327
39164815;16/01/2024;11/03/1999;Não;Sim;Sim;26;21 a 30;25/01/2025;375
39221403;04/02/2024;08/03/1998;Não;Sim;Não;27;21 a 30;29/03/2025;419
39814201;03/08/2024;19/05/1986;Não;Sim;Não;39;31 a 40;13/01/2025;163
